,SName,Lyric,Artist,Songs,Popularity,Genre,Genres
6563,Conto de Fadas,"Não há nada mais forte do que a luz do teu olhar. por mais que eu tente, eu não consigo segurar. penso em você o tempo todo do começo ao fim. Fico louco ao ver você se aproximar. vou me entregando eu não consigo evitar. e basta só um beijo seu pra eu ficar assim. Completamente em suas mãos. perco o domínio do meu próprio coração. quero te amar e te amar, me entregar pra essa paixão. (Refrão). Enquanto durar esse amor vou vivendo. vivendo um conto de fada, te amando na madrugada. num amor sem fim. Queria ter você sempre aqui, noite e dia. que nunca acabe o desejo, quero pra sempre o seu beijo. teu coração só pra mim. Fico louco ao ver você se aproximar. vou me entregando eu não consigo evitar. e basta só um beijo seu pra eu ficar assim. Completamente em suas mãos. perco o domínio do meu próprio coração. quero te amar e te amar, me entregar pra essa paixão. (Refrão). Enquanto durar esse amor vou vivendo. vivendo um conto de fada, te amando na madrugada. num amor sem fim. Queria ter você sempre aqui, noite e dia. que nunca acabe o desejo, quero pra sempre o seu beijo. teu coração só pra mim. Enquanto durar esse amor vou vivendo. vivendo um conto de fada, te amando na madrugada. num amor sem fim. Queria ter você sempre aqui, noite e dia. que nunca acabe o desejo, quero pra sempre o seu beijo. teu coração só pra mim. Que nunca acabe o desejo, quero pra sempre o seu beijo. teu coração só pra mim",Jads & Jadson,146,3.0,Sertanejo,Sertanejo
11985,Pra Sempre na Memória,Quero te dizer que o meu coração. Não vai esquecer a nossa história. O tempo vai passar mas não vai apagar. Vai ficar pra sempre na memória. Nosso amor era cheio de sonhos. E de fantasias eu era tudo pra você. E você o que eu queria. Parecia coisa de cinema. Dava pra fazer uma novela. Eu era o seu príncipe encantado. E você minha cinderela. Mas o nosso amor não criou raiz. E tudo acabou sem final feliz,Rionegro & Solimões,252,3.0,Sertanejo,Sertanejo
5952,Na Boa,"Se eu olhar pro lado eu vou te ver. Sei que vai estar acompanhada. E por mais que eu queira te querer. Sei que já não sente nada. Você é um exemplo pra mim. E tudo me serviu de lição. Você foi a melhor de todas. Dizem que quem ama perdoa, na boa. Eu me deixei levar, agi pela emoção. Sei que muitas tiveram minha boca. Mas nenhuma delas o meu coração. Então, antes de perguntar. Não tirei a nossa aliança. Pra ver se da sorte da gente voltar. Na boa, perdoa, perdoa",Henrique e Juliano,187,27.9,Sertanejo,Sertanejo; Romântico; Axé; Funk Carioca; Funk; House; Forró; Black Music; Electro Swing; Pop; Country; Electronica; Gospel/Religioso; Bossa Nova; MPB; Dance; Pagode; Reggae; Blues; Pop/Rock; Samba Enredo; Surf Music; Samba; Clássico; Trilha Sonora; Rap; R&B; Chillout; Folk; Classic Rock; Soft Rock; Rock Alternativo; Fado; Hip Hop; Piano Rock; Rock; Ska; Regional; Trance; Grunge; Pop/Punk; World Music; Soul Music; Psicodelia; Punk Rock; Velha Guarda
3263,Porque Sofro Assim,"Eu pergunto a Deus, por que sofro assim?. A felicidade esqueceu de mim. Até meus amigos de mim se escondeu. A mulher que eu amo desapareceu. Não sei se ela existe ou se já morreu. Não sei se é feliz ou sofre como eu. Só sinto saudades nesse peito meu. Só sei que o mais triste no mundo sou eu. O sol vai sumindo, a noite escurece. Eu fecho em meu quarto e faço uma prece. Não vejo ninguém pra me consolar. Abaixo a cabeça e me ponho a chorar. Sonhando contigo é um pesadelo. Pego seu retrato que está na carteira. O pranto que perde um amor verdadeiro. Vai molhando a fronha do meu travesseiro",Di Paullo e Paulino,151,3.1,Sertanejo,Sertanejo; Country; Forró
731,"Oi, Tudo Bem?","Oi, tudo bem? faz tanto tempo que sumiu de mim. Você que errou e olha eu aqui, como foi difícil. Dar o braço a torcer pra mim era impossível. Vamos da uma volta no shopping. Tomar um açaí que cê você gosta demais. E depois pega um cineminha. Nem importa o filme que tá em cartaz. Só eu, você e nada mais. Só eu, você e nada mais. Quando a gente gosta a gente briga. Vira as costas. Mas depois sempre um liga pro outro. O amor do recomeço é sempre mais gostoso. Quando a gente gosta a gente briga. Vira as costas. Mas depois sempre um liga pro outro. O amor do recomeço é sempre mais gostoso. Oi, tudo bem? faz tanto tempo que sumiu de mim. Você que errou e olha eu aqui. Como foi difícil. Dar o braço a torcer pra mim era impossível. Vamos da uma volta no shopping. Tomar um açaí que cê você gosta demais. E depois pega um cineminha. Nem importa o filme que tá em cartaz. Só eu, você e nada mais. Só eu, você e nada mais. Quando a gente gosta a gente briga. Vira as costas. Mas depois sempre um liga pro outro. Quando a gente gosta a gente briga. Vira as costas. Mas depois sempre um liga pro outro. O amor do recomeço é sempre mais gostoso",Bruninho e Davi,80,1.4,Sertanejo,Sertanejo; Romântico; Funk Carioca; House; Electro Swing; Funk; Country; Pop; Forró; Black Music; Axé; Hip Hop; Tecnopop; Pop/Rock; Indie; Samba; Electronica; Gospel/Religioso
9231,"Finge Que Me Ama, Finjo Que Acredito",Faz tanto tempo que a gente briga. tá evidente que não dá mais certo. A gente come da mesma comida. A gente mora sob o mesmo teto. Vivemos juntos pra não fazer feio. Aqui em casa o clima tá pesado. Se vai pro banho já não me convida. Se vai dormir não dorme do meu lado. Meu Deus o que é que foi acontecer com a gente?. Meu Deus do céu por que deu tudo errado?. A gente vive de fotografia. Desse amor que um dia foi abençoado. Refrão. O nosso beijo foi ficando amargo. O nosso abraço já não tem calor. Nosso sorriso já não tem mais graça. E nada que eu faça já não tem valor. O nosso amor que era um mar de rosas. E bem maior que o próprio infinito. Agora enquanto finge que me ama. Eu aqui comigo finjo que acredito.. Guilherme.,Marcos e Belutti,143,5.6,Sertanejo,Sertanejo; Romântico; Trilha Sonora; Country; Funk Carioca; Axé; House; Funk; Electro Swing; Dance; Gospel/Religioso; Electronica; Pop/Rock; Infantil; Fado; Hip Hop; Rock; Tropical House; Folk; J-Pop/J-Rock; Bossa Nova; Rap; Disco; Blues; Pop; Pagode; Hard Rock; Samba; Black Music; Forró
4102,7 Chaves,"Passou perfume no pescoço. Pra chamar a atenção de outro moço que não era eu. Trocou a roupa repetida. Ligou pra sua amiga pra falar que já me esqueceu. Mas todo mundo sabe que ainda sente falta. Do seu nego, do meu chamego. Porque tomei de assalto o seu coração. E tranquei a 7 chaves o portão. E agora ninguém entra, ninguém sai. Ai ai ai ai. Me prende no teu peito. E não me solta nunca mais. Ai ai ai ai",Gabriel Diniz,198,5.9,Sertanejo,Sertanejo; Forró; Romântico; Axé; Funk Carioca
14059,Distância Cruel,"Recebi o seu bilhete, mas porém não pude ler.. Meus olhos choraram tristes com saudade de você.. Molharam todas as letras com o pranto que caía.. Foi a distância cruel de quando eu não te via.. Na verdade você não veio,mais recordação mandou.. Um pequenino bilhete que você autografou.. Ao avistar o seu rosto tão bonito como o quê.. Foi pensando na distância e chorei sem perceber.. Tenho agora em minhas mãos sua foto encantada.. E um pequeno bilhete com as letras descoradas.. Porém,você não tem culpa minha linda namorada.. O motivo do meu pranto foi a saudade malvada.. Eu tentei cessar meu pranto,mas porém não consegui.. Acabou que em poucas frases em seu bilhete eu li.. Peço desculpa querida e assim aconteceu.. A razão que eu chorei tanto foi por pensar em você.. A razão que eu chorei tanto foi por pensar em vo",Trio Parada Dura,307,4.6,Sertanejo,Sertanejo; Forró; Romântico; Axé; Regional; Country; Infantil; Blues; Funk; Hard Rock; Velha Guarda; Pagode; Black Music
1680,Mergulhado Na Saudade,"Tão distante de você eu sofro tanto agora. Sua auxência é uma tortura que me fere toda hora. O coração em pedaços chora aqui dentro do peito. Para viver sem você ele prefere morrer, pois lhe quer de qualquer geito.. Refrão. Mergulhado na saudade, na dor da infelicidade pela sua piedade eu clamo!. Volte não demore mais venha devolver minha paz, amor não aguento mais eu te amo. Quando vai fidando a tarde que desce o manto da noite. O chicote da paixão aumenta mais seus assoites. As recordações torturam a minha mente cansada, mais uma ves posso ver que a vida sem você realmente não é nada",Chico Rey e Paraná,232,2.2,Sertanejo,Sertanejo; Romântico; Country; Disco; Jovem Guarda; Hip Hop; Axé; Clássico; Velha Guarda; Funk Carioca; Regional; Folk; Trilha Sonora; Forró; Funk
12374,Canoeiro Apaixonado,"Preparei minha canoa. Caprichada, coisa fina. Pra fazer namoração. Rio abaixo, rio acima. Eu encosto em qualquer ponto. Quem quer bem não imagina. Sou manhoso de paixão. Nos braços de quem me estima. Na praia da barra mansa. Eu tenho um rancho barreado. Todos sabem que ali mora. Canoeiro apaixonado. Lá do porto da saudade. As moças mandam recado. Bilhetinhos cor de rosa. Lembranças de todo lado. Quando solto a canoa. Eu gosto da brincadeira. Com três ou quatro morenas. Do lado da corredeira. Dou balanço na canoa. Só pra ver a tremedeira. A coisa que mais eu gosto. É o grito da mineira. E depois que o sol esquenta. To na sombra do ingazeiro. To perto da rosa branca. Que tem os olhos morteiros. To no braço da viola. O momento é brasenteiro. Cantando minhas toadas. Relembrando amor primeiro. Vou remando a minha vida. Eu nasci pra querer bem. Navegando em rio sereno. A canoa vai e vem. Carrego moças bonitas. Aquelas que me convém. Só não vai a Juliana. Porque dó de mim não tem",Sérgio Reis,239,0.7,Sertanejo,Sertanejo; Romântico; Country; Jovem Guarda; Axé; Clássico; Regional; Forró; Folk; MPB; Instrumental; Ska; Trilha Sonora; Dance
175,Pronta Pra Você,"Parei pra pensar. Pirei e senti. Foi só imaginar você longe de mim. Pensei em ligar, vencer a timidez. Mas sei que meu olhar diz tudo de uma vez. Me vi vivendo só, sei lá. Um mar sem água e sal. Confesso que fiquei, sem ar. Eu acordei e agora. Eu não vou mais tentar. Fugir de onde eu quero estar. Você não sabe mas. Você me traz a paz. Sem ter porque correr. De um sonho assim tão real. Você não sabe mas. Eu te quero cada vez mais. Parei pra pensar. Pirei e senti. Foi só imaginar você longe de mim. Me vi vivendo só, sei lá. Um mar sem água e sal. Confesso que fiquei, sem ar. Eu acordei e agora. Eu não vou mais tentar. Fugir de onde eu quero estar. Você não sabe mas. Você me traz a paz. Sem ter porque correr. De um sonho assim tão real. Você não sabe mas. Eu te quero cada vez, mais. E já é tempo de mudar. Ser alguém pra se amar. Eu quero que você entenda. Tudo que passou só me fez ser. Pronta pra você. E agora eu não vou mais tentar. Fugir de onde eu quero estar. Você não sabe mas. Você me traz a paz. Sem ter porque correr. De um sonho assim tão real. Você não sabe mas. Eu te quero cada vez. E agora eu não vou mais tentar. Fugir de onde eu quero estar. Você não sabe mas. Você me traz a paz. Sem ter porque correr. De um sonho assim tão real. Você não sabe mas. Eu te quero cada vez. Mais...",Paula Fernandes,215,10.4,Sertanejo,Sertanejo; Country; Pop; Romântico; Regional; Trilha Sonora; Funk Carioca; House; Funk; Dance; Axé; MPB; Electro Swing; Black Music; Gospel/Religioso; Bossa Nova; Pop/Rock; Electronica; R&B; Hard Rock; Disco; Blues; Forró; Rap; Rock; Kizomba; Ska; Samba; Emocore; Instrumental; Folk; J-Pop/J-Rock; Infantil; World Music; Clássico; Hip Hop; Classic Rock; Fado; K-Pop/K-Rock; Gótico; Soul Music; Surf Music; Reggae; Trance; Grunge; Heavy Metal; Jazz; Jovem Guarda; Velha Guarda; Pagode
3128,A Vitória Demora Mas Vem,"E lá vou eu saindo para o batente. Antes mesmo do galo cantar. Sempre correndo na frente. Espero a minha estrela brilhar. Não sou de atrasar, nem tão pouco puxar. O tapete de ninguém. Nessa vida nada é por acaso. Pra quem nasceu predestinado. A vitória demora mas vem. A vitória demora mas vem (8x). Guerreiro não foge a luta. Eu tô sempre na disputa. Em prol de um amanhã melhor (bem melhor). Pego firme na labuta. Malandro é quem escuta bom conselho. Pra não ficar na pior (na pior). Eu vou compondo minha história. Guardo em minha memória. Quem sempre me fez o bem (fez o bem). Aprendi pra ensinar o ensinamento. Que tudo na vida tem seu tempo, tem. A vitória demora mas vem. A vitória demora mas vem (8x). . miilla christine :*",Diogo Nogueira,120,4.1,Samba,Samba; MPB; Romântico; Samba Enredo; Pagode; Velha Guarda; Funk; Grunge; Sertanejo; Industrial; Hard Rock; Electronica; Bossa Nova; Gospel/Religioso
7204,Algo Em Comum,"É possível que nós dois. Tenhamos algo em comum. Apesar de aquarianos cada um é cada um. Mesmo estando separados. Continua o nosso vício. Eu de cá você delá é tão grande o sacrifício. Fomos feitos um pro outro. Não podemos esconder. Você é meu vídeo tape sou reprise pra você. Se unirmos nossas vidas. Com amor e com ternura. Vai ser lindo pra nós dois começar é aventura. Se olhar pra mim, me veja. Se estou aqui, esteja. Se olhar pra mim, me veja. Se estou afim, esteja. Começar é aventura. Se olhar pra mim, me veja. Se estou aqui, esteja. Se olhar pra mim, me veja. Se estou afim, esteja. voltar para Pagode",Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
4001,Não Quero Saber Mais Dela,"Eu não quero saber mais dela. Foi embora da Portela. Dizendo que o samba. Lá em Mangueira que é bom. Há! Minha doce companheira. Se mandou de Madureira. Seja o que Deus quiser, foi morar no chalé. Se mandou do madureira. e levou meu coração. mais cheguei la no salgueiro. e encontrei outra paixão. . Obra da fatalidade. Acontecimento sabe como é. Porem um homem que é homem não chora. Quando vai embora. Uma ingrata mulher. Foi, simbora pro Bexiga. Do Vai Vai da Bela vista. Onde o samba contagia. Em gualquer ponto de vista. Oi na imagem do riachão. A minha namorada mandou um buquê. Com a linda dedicatória. Que me atua com você",Fundo de Quintal,315,4.6,Samba,Samba; Pagode; Velha Guarda; Romântico; Axé; Samba Enredo; Sertanejo; Hip Hop; MPB
2933,Tu Que Me Deste O Teu Cuidado,"Tu que me deste o teu carinho. E que me deste o teu cuidado. Acolhe ao peito,como o ninho. Acolhe o pássaro cansado. O meu desejo incontestado. Há longos anos ele arqueja. Em aflitiva escuridão. Sê compassiva e benfazeja. Dá-lhe o melhor que ele deseja :. - Teu grave e meigo coração. Sê compassiva se algum dia. Te vier do pobre agravo e mágoa. Atende à sua dor sombria :. Perdoa o mal que desvaria. E traz os olhos rasos de água. Não te retires ofendida. Pensa que nesse grito vem. O mal de toda a minha vida :. Ternura inquieta e malferida. Que, antes, não dei nunca à ninguém. E foi melhor nunca ter dado :. Em te pungindo algum espinho. Cinge-a ao teu seio angustiado. E sentirás o meu carinho. E sentirás o meu cuidado",Clara Nunes,201,3.6,Samba,Samba; MPB; Velha Guarda; Samba Enredo; Romântico; Axé; Forró; Pagode; Bossa Nova; Hard Rock; Clássico; Jovem Guarda; Trilha Sonora; Regional; Chillout; Disco; Pop; Dance; Rap; Folk; Sertanejo; World Music; Surf Music; J-Pop/J-Rock; Black Music; Heavy Metal; Blues; Gospel/Religioso; Gótico
7441,Soneto de Prazer,"Amanhece ; surge o sol. Ainda meio sonolento. Se escondendo sob as nuvens. Empurradas pelo vento. Que sopra de leve a brisa da manhã-. Exalando um breve olor de maça. Manhã de sol que sempre vejo. O esplendor da natureza. Transbordante de beleza, renascer nosso desejo. Desperta e vem ver a alvorada. Venha seguir os meus passos na estrada. Vem. Vem dividir o meu sorriso. E conhecer o paraíso. Você precisa e eu preciso. Dessa manhã cheia de amor. Vamos juntos ver. A natureza se integrar. E ver o amor acontecer. Nesse divino despertar. Meu amor, vem ver. E em dueto recitar. Esse soneto de prazer. Pro nosso amor se consumar, amanhece !",Reinaldo,93,2.5,Samba,Samba; Pagode; Romântico; Black Music; Gospel/Religioso; Axé
3473,Bambino,"E se o ferro ferir. E se a dor perfumar. Um pé de manacá. Que eu sei existir. Em algum lugar. E se eu te machucar. Sem querer atingir. E também magoar. O seio mais lindo que há. E se a brisa soprar. E se ventar a favor. E se o fogo pegar. Quem vai se queimar. De gozo e de dor. E se for pra chorar. E se for ou não for. Vou contigo dançar. E sempre te amar amor. E se o mundo cair. E se o céu despencar. Se rolar vendaval. Temporal carnaval. E se as águas correrem. Pro bem e pro mal. Quando o sol ressurgir. Quando o dia raiar. É menino e menina. Bambino, bambina. Pra quem tem que dar. No final do final. E se a noite pedir. E se a chama apagar. E se tudo dormir. O escuro cobrir. Ninguém mais ficar. Se for pra chorar. E uma rosa se abrir. Pirilampo luzir. Brilhar e sumir no ar. Se tudo falir. O mar acabar. E se eu nunca pagar. O quanto pedi. Pra você me dar. E se a sorte sorrir. O infinito deixar. Vou seguindo seguir. E quero teus lábios beijar",Elza Soares,148,1.5,Samba,Samba; MPB; Jazz; Bossa Nova; Soul Music; Black Music; Pop; Blues; Samba Enredo
1162,Como Um Caso de Amor,"O samba é meu guia é meu ganha pão,. minha paz. é o meu documento o meu talento minha paixão. muito mais. Quando estou no palco a entrega é total. corpo e alma. é tão bom ver você cantar, sambar, chorar, sorrir. bater palmas. Com esse canto marrom que vem dos meus acestrais. hoje sem raça sem cor, para nos nossos quintais. feliz de quem tem esse amor pelo samba. no coração, só emoção. Samba que não sai de mim , samba que me batizou. samba que me deixa assim devo a você o que sou. louvado, bendito e sagrado é o nosso amor. o nosso amor. . Como um caso amor (é você e eu). na alegria ou na dor (é você e eu). vais comigo onde eu vou (é você eu eu). é meu povo e eu, sempre com voz de Deus. . . . ***************************. Enviado por:. Luiza - Rio de Janeiro",Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
2482,Canção Dos Olhos,"Meu Deus, o que será que tem. Nesses olhos teus. O que será que tem. Pra me seduzir. Pra me escravizar. Não sei. E não saberei também. Como resistir. A seu modo de amar. Eu só estou sabendo. Que para te amar. Eu viverei sofrendo. Mas já não resiste. O coração. Quero viver triste. E então. E quando eu tiver os meus olhos chorando. Saberei então seu olhar ilusão. . (Chico Buarque/1959)",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
5957,A Maldição do Samba,"Quer dançar? Quer dançar?. Então prepara. A maldição bateu,. sambou, nunca mais pára.. E tá na cara, a raiz tá cravada no. chão, do tronco ao fruto com a nave-mãe fazendo a conexão.. E sangue bom, eu disse, sangue bom tem coisas que invadem o. coração, já disse João.. Não, ninguém faz samba por que prefere.. Sobre o poder da criação força nenhuma no mundo interfere.. E fabricado em série é o curinga do baralho. Resistência cultural:. Casa do caralho. E passo-a-passo foi tomando conta de mim, é. coisa fina, DJ com tamborim.. Fortaleceu meus braços, abriu minha. cabeça, um ser humano digno aconteça o que aconteça. Hip-hop. Rio, um punhado de bambas, e sabe o que que é isso?. A maldição do samba. A maldição do samba (4x). O gringo subiu no morro e bebeu cachaça, fumou maconha e obteve. a graça. Depois do samba sua vida nunca mais foi a mesma (2x). (""Show Time"") A batida arregaça o melhor som da praça, o grave. racha o muro e o agudo quebra a vidraça.. Na vida tudo passa, não há nada que cê faça, mas rima após rima não é de graça. (""Show Time"") Agora sabe como é que é?. Samba no pé.. Samba.. Samba no pé.. A percussão eletrônica e a favela na internet.. O coco é enlatado e a banana com chiclete.. A maldição do Samba (4x). O ""flow"" é na batida e o relógio tic-tac.. É papel e caneta e coração deu piripaque.. Globalizado ou não, mantenho meus laços.. Do hip-hop ao samba é compasso por compasso.. Nem feliz, nem aflito, nem no lugar mais bonito, nada maisinterfere no quadro que eu pinto.. A bênção à velha-guarda, o samba de terreiro.. A maldição te pega no Rio de Janeiro.. A maldição do Samba (4x). ""Essa daqui ó, essa daqui, é a maldição do samba"". (Tá legal, tá legal, eu aceito o argumento.. Mas não me altere o samba tanto assim)",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
7986,Goiabada e Queijo,Nosso amor é assim gostosinho feito goiabada e queijo. Chega mais que calor to afim me agarra da um beijo. Noite do prazer vai ter pegação só eu e você na ostentação. Te desejo emoção de prazer e tudo que for preciso. Quero mais muito mais me molhar desfrutar do paraíso. Desliga o celular se liga na paixão. Vamos namorar segura minha mão. Cola aqui comigo e não desgruda mais. Esse amor gostoso só a gente faz. Fala no meu ouvido que me quer fala que me quer. Eu faço o que você quiser. Toca no meu corpo pra me enlouquecer. To pegando fogo quero te envolver. Toma mais um drinque que hoje tem vem que hoje tem. E não vai ter pra ninguém,Só Pra Contrariar,157,4.7,Samba,Samba; Pagode; Romântico; Gospel/Religioso; Jovem Guarda; Pop; Black Music; Infantil; Funk; Sertanejo; Forró
7924,Ziggy Stardust,oooohhhh ououououuuhhh. dedede aahhh. oooohhhh eieieiehhh. Eu não sei pintar. eu não vi o seu filme. não sou de jogar. não bebo em pé. não frenquento bar. Assim me sinto bem. não devo a ninguém. e eu não vou mudar. vou ficar com meu time. não vou misturar. cachaça e café. só pra te agradar. Assim me sinto bem. não devo a ninguém. meu instinto não falha. nega abaixa essa saia ia ia ia. gente assim se atrapalha. eu já quase morri de fome. mas hoje estou bem. oooohhhh ououououuuhhh. dedede aahhh. oooohhhh eieieieeehhh. Eu não sei pintar. eu não vi o seu filme. não sou de jogar. não bebo em pé. não frenquento barra. Assim me sinto bem. não devo a ninguém. eu não vou mudar. vou ficar com meu time. não vou misturar. cachaça e café. só pra te agradar. Assim me sinto bem. não devo a ninguém. meu instinto não falha. nega abaixa essa saia ia ia ia. gente assim se atrapalha. eu já quase morri de fome. mas hoje estou bem. oooohhhh eieieieeeehhh. dedede aahhh. oooohhhh eieieieeeehhh. Eu só sei tocar guitar...,Seu Jorge,106,4.2,Samba,MPB; Samba; Black Music; Romântico; Pop; Soul Music; Axé; Funk; R&B; Folk; Jazz; Trilha Sonora; Pagode
4196,Paixão,"Amo tua voz e tua cor. E seu jeito de fazer amor. Revirando os olhos e o tapete, suspirando em falsete,. Coisas que eu nem sei contar. Ser feliz é tudo que se quer. Ah esse maldito feixe cler,. De repente a gente rasga a roupa. E uma febre muito louca, faz a gente arrepiar.. Depois do terceiro, quarto copo,. Tudo que vier eu topo, tudo que vier vem bem.. Quando bebo perco o juízo, não me responsabilizo,. Nem por mim nem por ninguém.. Não quero ficar na sua vida,. Como uma paixão mal resolvida. Dessas que a gente tem ciúme, e se encharca de perfume,. Faz que tenta se matar.. Vou ficar até o fim do dia, decorando a sua geografia.. E essa aventura em carne e osso, deixa marcas no pescoço,. Faz agente levitar.. Tens um não sei que de paraíso, e o corpo mais preciso,. Que o mais lindo dos mortais,. Tens uma beleza infinita, e a boca mais bonita,. Que a minha já tocou.",Grupo Doce Encontro,69,0.9,Samba,Pagode; Samba; Romântico; Trilha Sonora; Pop; Axé; Forró; Reggae; Velha Guarda; MPB; Funk
2650,Outra Noite,"Outra noite. Outro sono. Como se eu sonhasse o sonho. De outro dono. Outro fumo, uma outra cinza. Outra manhã. Mordo a fruta. Outro é o sumo. Ando pela mesma casa. Com outro prumo. Outra sombra, outono. Chuva temporã. Será que já não vi. De modo impessoal. E em tempo diferente. Um dia estranhamente igual. Dias iguais. -- avareza de Deus. Passando indiferentes. Por estranhos olhos meus. Outros olhos. No teu rosto. Vou falar teu nome. E já teu nome é outro. Outra bruma. Sombra de outro sonho, alguém. Na manhã de junho. Outono, outubro, além. . 1993 © - Marola Edições Musicais Ltda.",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
2719,Tanto Mar (1ª Versão),"Sei que estás em festa, pá. Fico contente. E enquanto estou ausente. Guarda um cravo para mim. Eu queria estar na festa, pá. Com a tua gente. E colher pessoalmente alguma flor. No teu jardim. Sei que há léguas a nos separar. Tanto mar, tanto mar. Sei também quanto é preciso, pá. Navegar, navegar. Lá faz primavera pá. Cá estou doente. Manda urgentemente algum cheirinho. De alecrim",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
6938,Sou de Deus,"Minha vida é só cantando. O que devo mais fazer. Se liberto estou com Cristo. Eu sou, eu não ando mais em trevas. Já brilhou pra mim a luz. Confio só nesse nome, Jesus. Em minha vida, esperança. De um dia entrar no céu. E ele garante, assim. Eu já fui triste demais. Agora tenho paz. Paz em mim. Eu agora sou de Deus. E vivo só pra Deus. Todo homem é iludido. O inimigo o atrai. Oferece muitas coisa, sim cai. Jesus é a liberdade. Conquistou na dura cruz. Confio só nesse nome, Jesus. A última esperança pro Brasil é o Senhor. Entregue a ele teu sofrer, a solução vai te dar. Venha como estás, Jesus é a paz",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
